avg_ratings,num_pages,num_ratings,num_reviews,publish_date,Young Adult,Thriller,Science Fiction,Paranormal,Fantasy,Novels,Historical,Fiction,Crime,Adult,Mystery,Nonfiction,Philosophy,Romance,Suspense,History,Classics,Childrens,Psychology,Contemporary,Literature,Biography,Humor,Cultural,Historical Fiction,Horror,publish_year,publish_month,num_awards,kindle_price
4.23,127.0,"168,031","6,490",2010-01-01 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2010,1,0,$0
4.23,127.0,"168,051","6,490",2010-01-01 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2010,1,0,$0
3.61,,353,32,2000-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2000,11,0,$0.99
4.16,64.0,"180,654","1,955",1962-11-10 00:00:00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1962,11,0,$9.99
4.16,64.0,"180,628","1,955",1962-11-09 00:00:00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1962,11,0,$9.99
3.98,224.0,612,17,1987-05-18 00:00:00,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1987,5,0,
4.07,864.0,75,18,2011-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2011,11,0,
3.69,256.0,"2,038",62,1967-11-10 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1967,11,0,$1.99
3.7,223.0,"17,839",843,2002-11-10 00:00:00,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,11,0,$9.99
3.88,260.0,"19,373",914,1977-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1977,11,0,$9.99
3.81,160.0,"4,602",213,2003-11-10 00:00:00,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2003,11,0,
3.86,320.0,"4,020",136,1971-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1971,11,0,$3.82
3.72,446.0,"35,713","1,327",1978-11-10 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1978,11,1,
3.9,372.0,"3,283",79,2004-05-04 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2004,5,0,$5.99
3.96,254.0,"13,577",203,1980-10-10 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1980,10,0,$4.99
3.82,419.0,"25,110",536,1994-11-09 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1994,11,0,$8.99
3.82,419.0,"25,112",536,1994-11-10 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1994,11,0,$8.99
3.73,427.0,"20,148",410,1996-08-23 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1996,8,0,$0.00
3.73,427.0,"20,149",410,1996-08-23 00:00:00,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1996,8,0,$0.00
3.65,448.0,"14,186",368,1995-08-01 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1995,8,0,$9.74
3.91,512.0,"30,313",912,1999-08-03 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1999,8,0,$9.24
3.91,512.0,"30,318",912,1999-08-03 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1999,8,0,$9.24
4.28,146.0,"81,794","3,960",2002-02-01 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,2,0,$10.49
4.28,146.0,"81,790","3,960",2002-02-01 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,2,0,$10.49
4.16,170.0,"32,913","1,153",2002-06-05 00:00:00,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,6,0,$4.99
4.3,656.0,"6,652",474,1997-04-09 00:00:00,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1997,4,0,$4.99
3.93,224.0,107,8,1991-09-12 00:00:00,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1991,9,0,$13.99
3.61,352.0,"16,850",337,1995-10-09 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1995,10,0,$5.99
4.1,489.0,"43,646","1,364",1993-11-09 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1993,11,0,$9.24
4.1,489.0,"43,653","1,364",1993-11-10 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1993,11,0,$9.24
3.78,1160.0,"12,536",282,1996-11-09 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1996,11,2,$14.97
4.15,336.0,"14,157",310,1997-11-10 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1997,11,0,$9.99
3.94,374.0,"2,504",94,1994-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1994,11,0,$9.99
4.22,792.0,"5,746",195,1995-11-10 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1995,11,1,$21.97
4.22,792.0,"5,744",195,1995-11-09 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1995,11,1,$21.97
4.02,501.0,"49,320","1,638",1985-11-09 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1985,11,0,$12.99
4.02,501.0,"49,325","1,638",1985-11-10 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1985,11,0,$12.99
4.4,913.0,"620,414","20,684",2003-11-10 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2003,11,3,$9.99
4.49,663.0,"53,812","1,689",2001-04-07 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,4,1,
4.14,460.0,"168,384","6,329",1996-03-10 00:00:00,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1996,3,0,$2.99
4.14,460.0,"168,354","6,326",1996-03-09 00:00:00,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1996,3,0,$2.99
4.21,752.0,"105,773","2,846",1997-03-09 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1997,3,0,$5.99
4.04,128.0,"10,963",482,1998-11-10 00:00:00,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1998,11,3,$6.99
4.07,315.0,"9,648",595,1999-11-10 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1999,11,2,$7.99
4.29,661.0,"57,981","1,371",2002-11-09 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,11,0,$2.99
3.87,614.0,"7,831",475,2008-10-09 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2008,10,0,$1.99
3.6,307.0,748,40,2006-09-01 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2006,9,1,
4.04,352.0,"3,761",59,1995-10-07 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1995,10,0,$0.99
3.9,420.0,317,21,2000-11-10 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000,11,1,$3.99
3.89,434.0,"5,425",229,1998-11-10 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1998,11,0,$4.99
4.1,368.0,"55,109",487,1997-02-03 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1997,2,0,$6.99
4.13,880.0,"44,377","1,715",1999-11-09 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1999,11,0,$2.99
4.21,906.0,"35,870",968,2008-02-04 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2008,2,0,$5.99
3.72,,228,11,1998-03-16 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1998,3,0,
3.86,504.0,"5,083",278,2000-11-10 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000,11,0,$6.99
3.99,339.0,"14,310",860,2001-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2001,11,0,$9.99
4.07,299.0,"9,476",829,1999-11-09 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1999,11,0,$12.99
4.07,299.0,"9,477",829,1999-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1999,11,0,$12.99
4.02,,"2,526",71,2011-03-18 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,3,0,
4.04,352.0,"7,241",175,1999-04-19 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1999,4,0,$6.79
3.92,336.0,"2,499",144,2001-04-17 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,4,0,$7.99
4.28,310.0,"3,870",321,1998-11-09 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1998,11,2,$4.99
4.33,637.0,"49,719","6,235",2001-04-10 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2001,4,0,$7.99
4.33,637.0,"49,715","6,234",2001-04-09 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2001,4,0,$7.99
3.59,541.0,"12,947",748,1999-11-09 00:00:00,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1999,11,0,
3.59,541.0,"12,947",748,1999-11-10 00:00:00,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,1999,11,0,$8.22
3.66,367.0,"47,297","1,963",1999-11-09 00:00:00,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1999,11,2,
4.02,543.0,"1,133",37,2004-09-06 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2004,9,0,
3.92,352.0,"19,831",642,1998-11-02 00:00:00,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1998,11,1,
3.91,352.0,"19,835",642,1998-11-02 00:00:00,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1998,11,1,
3.71,240.0,"1,742",100,2000-07-03 00:00:00,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2000,7,0,
3.92,160.0,"13,583",436,1992-06-15 00:00:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1992,6,0,$6.99
3.83,,"4,818",291,2001-09-01 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2001,9,0,$6.74
3.88,280.0,324,24,2001-02-05 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,2,0,$3.99
3.69,402.0,564,54,2001-02-05 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,2,0,$0.99
3.95,252.0,"24,672",900,2000-11-10 00:00:00,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2000,11,3,$5.99
3.95,252.0,"24,672",900,2000-11-09 00:00:00,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2000,11,3,$5.99
3.53,485.0,"2,264",201,2004-07-05 00:00:00,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2004,7,3,
4.5,48.0,40,3,2000-11-20 00:00:00,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000,11,0,
4.01,523.0,"3,127",347,2002-11-10 00:00:00,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2002,11,1,$7.99
4.2,352.0,"10,602",605,2003-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2003,11,0,$9.99
3.74,304.0,"13,529",671,2001-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,11,0,$5.99
3.24,256.0,"6,483",496,2001-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,11,0,$9.99
3.76,347.0,"9,943",561,2001-01-01 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,1,0,$5.99
3.87,264.0,"25,272",929,2001-12-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,12,0,$9.99
4.13,721.0,"23,069",888,2001-08-20 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2001,8,2,$2.99
4.3,559.0,"26,748","2,110",2008-11-09 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2008,11,0,$11.24
4.3,559.0,"26,748","2,110",2008-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2008,11,0,$11.24
3.9,287.0,"24,070","1,170",2001-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,11,0,$9.99
4.16,274.0,"191,609","10,676",2007-06-04 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2007,6,0,$7.99
3.79,333.0,"21,440",907,2001-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,11,0,$9.99
3.85,303.0,"24,738","1,020",2001-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,11,0,$9.99
4.5600000000000005,639.0,"65,539","1,994",2011-09-01 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,9,1,
4.5600000000000005,639.0,"65,534","1,994",2011-09-01 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,9,1,
3.66,336.0,"19,493","1,183",2001-09-03 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,9,0,$9.99
3.91,335.0,"23,542","1,406",2001-09-01 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,9,0,$9.99
3.84,336.0,"15,832",787,2001-09-01 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,9,0,$9.99
3.81,411.0,"14,202",702,2002-11-10 00:00:00,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,11,0,$9.99
3.84,299.0,"19,096","1,105",2012-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2012,11,0,$9.99
3.87,315.0,"14,730",848,2002-11-10 00:00:00,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,11,0,$0.00
3.89,351.0,"23,637",831,2002-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,11,0,$9.99
3.6,365.0,"13,939",594,2002-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,11,0,$9.99
4.0,336.0,658,57,2001-11-10 00:00:00,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2001,11,1,
3.86,400.0,"10,981",615,2001-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,11,0,$9.99
3.78,375.0,"12,186",674,2001-11-10 00:00:00,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2001,11,0,$9.99
4.05,,"1,183",53,2002-05-07 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,5,0,
4.13,186.0,"59,398","2,729",2002-08-10 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,8,1,$8.99
4.13,186.0,"59,391","2,729",2002-08-09 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,8,1,$8.99
4.16,496.0,"24,689","1,700",2003-02-03 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2003,2,4,$3.74
4.19,368.0,"8,066",926,2003-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2003,11,2,$9.74
3.84,336.0,"12,741",668,2002-11-10 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,11,0,$5.99
3.92,191.0,"8,801",678,2002-05-07 00:00:00,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2002,5,1,$3.99
3.92,191.0,"8,800",677,2002-05-07 00:00:00,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2002,5,1,$3.99
4.45,1246.0,"18,155",325,2003-08-04 00:00:00,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,2003,8,0,$0.99
3.89,192.0,"83,416","1,848",2003-11-09 00:00:00,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2003,11,5,$6.99
3.89,192.0,"83,424","1,848",2003-11-10 00:00:00,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2003,11,5,$6.99
3.69,414.0,"53,091","6,094",2007-05-01 00:00:00,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2007,5,8,$10.74
3.97,381.0,"60,475","1,114",2002-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,11,0,$9.99
3.97,381.0,"60,472","1,114",2002-11-09 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2002,11,0,$9.99
3.75,303.0,"12,504","1,168",2007-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2007,11,0,$9.99
3.71,396.0,"8,280",480,2003-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2003,11,0,$9.99
3.64,248.0,"6,391",428,2003-04-01 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2003,4,0,$5.99
3.78,364.0,"10,699",679,2003-11-10 00:00:00,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2003,11,0,$9.99
3.92,224.0,"57,543","2,703",2005-11-01 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2005,11,1,$5.74
3.92,224.0,"57,557","2,705",2005-11-01 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2005,11,1,$5.74
3.97,314.0,"32,084","1,712",2005-11-01 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2005,11,0,$9.99
3.97,314.0,"32,085","1,712",2005-11-01 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2005,11,0,$9.99
3.87,534.0,"24,044","1,314",2005-12-05 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2005,12,1,$10.99
3.87,534.0,"24,045","1,314",2005-12-05 00:00:00,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2005,12,1,
4.05,62.0,"44,769","1,097",2003-05-06 00:00:00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2003,5,0,$7.99
4.05,62.0,"44,775","1,097",2003-05-06 00:00:00,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,2003,5,0,$7.99
3.96,64.0,"40,499","1,072",2003-05-06 00:00:00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2003,5,0,$7.99
4.31,65.0,"56,020",848,2003-05-01 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2003,5,0,$10.99
4.12,742.0,"19,651","1,841",2007-07-09 00:00:00,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2007,7,0,$11.99
4.12,742.0,"19,651","1,841",2007-07-10 00:00:00,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2007,7,0,$11.99
3.64,401.0,"23,269",727,2005-07-01 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2005,7,0,$9.49
3.64,401.0,"23,270",727,2005-07-01 00:00:00,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2005,7,0,$9.49
3.99,64.0,"19,388",519,2003-08-04 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2003,8,0,$10.99
4.09,,250,26,2004-11-10 00:00:00,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2004,11,0,
4.36,64.0,"261,211","2,280",2004-10-04 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2004,10,0,$9.99
4.36,64.0,"261,176","2,279",2004-10-04 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2004,10,0,$9.99
4.12,64.0,"124,597","2,151",2003-10-06 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2003,10,0,$7.99
4.12,64.0,"124,584","2,151",2003-10-06 00:00:00,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2003,10,0,$7.99
3.81,352.0,"34,050","3,891",2009-08-24 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2009,8,0,$4.99
4.12,307.0,"36,321","3,508",2005-11-10 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,2005,11,5,$7.66
4.12,307.0,"36,316","3,508",2005-11-09 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,2005,11,5,$7.66
4.29,736.0,"16,033","1,236",2006-11-30 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2006,11,0,$11.99
4.29,736.0,"16,034","1,236",2006-11-30 00:00:00,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2006,11,0,$11.99
4.09,519.0,"6,033",361,2007-01-02 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2007,1,1,$4.99
4.15,594.0,"5,169",257,2007-11-10 00:00:00,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2007,11,0,$5.49
