Unnamed: 0,avg_ratings,num_pages,num_ratings,num_reviews,publish_date,Unnamed: 9,year,date_key,Young Adult,Thriller,Science Fiction,Paranormal,Fantasy,Novels,Historical,Fiction,Crime,Adult,Mystery,Nonfiction,Philosophy,Romance,Suspense,History,Classics,Childrens,Psychology,Contemporary,Literature,Biography,Humor,Cultural,Historical Fiction,Horror,publish_year,publish_month,num_awards,Unnamed: 67
2734,4.65,164.0,71,7,9/9/2014 0:00,09-09,2014,2017-09-09,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,9,0,
845,4.35,72.0,"74,005","1,289",1/1/1936 0:00,01-01,1936,2017-01-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1936,1,1,
1795,4.35,72.0,"74,013","1,289",1/1/1936 0:00,01-01,1936,2017-01-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1936,1,1,
4067,4.08,56.0,"51,663",341,9/12/1937 0:00,09-12,1937,2017-09-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1937,9,0,
3831,4.2,56.0,"44,316",559,9/9/1939 0:00,09-09,1939,2017-09-09,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1939,9,0,
728,4.2,56.0,"44,320",559,9/9/1939 0:00,09-09,1939,2017-09-09,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1939,9,0,
631,4.1,58.0,"2,642",332,6/27/1941 0:00,06-27,1941,2017-06-27,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1941,6,0,
2532,4.29,44.0,"34,657",923,4/26/1942 0:00,04-26,1942,2017-04-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1942,4,1,
3895,3.77,96.0,"12,423",434,5/1/1945 0:00,05-01,1945,2017-05-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1945,5,0,
1746,3.7,265.0,271,26,1/30/1949 0:00,01-30,1949,2017-01-30,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1949,1,0,
1522,4.14,328.0,"2,119,808","47,077",7/1/1950 0:00,07-01,1950,2017-07-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1950,7,2,
1517,4.14,328.0,"2,119,484","47,070",7/1/1950 0:00,07-01,1950,2017-07-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1950,7,2,
4481,4.04,228.0,"3,543",262,6/27/1950 0:00,06-27,1950,2017-06-27,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1950,6,0,
1698,4.24,,80,10,12/1/1951 0:00,12-01,1951,2017-12-01,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1951,12,0,
866,3.97,107.0,"214,901","2,926",12/1/1952 0:00,12-01,1952,2017-12-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1952,12,2,
1837,3.97,107.0,"214,930","2,926",12/1/1952 0:00,12-01,1952,2017-12-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1952,12,2,
437,4.17,289.0,"54,575","1,018",10/14/1953 0:00,10-14,1953,2017-10-14,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1953,10,1,
2884,4.23,88.0,"42,005",668,8/4/1955 0:00,08-04,1955,2017-08-04,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1955,8,0,
2921,4.02,191.0,"1,303",117,6/28/1955 0:00,06-28,1955,2017-06-28,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1955,6,0,
3493,3.75,192.0,"1,319",25,1/1/1955 0:00,01-01,1955,2017-01-01,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1955,1,0,
4677,4.14,207.0,"2,084",53,10/1/1955 0:00,10-01,1955,2017-10-01,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1955,10,0,
4117,4.23,88.0,"42,009",668,8/4/1955 0:00,08-04,1955,2017-08-04,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1955,8,0,
4494,4.35,288.0,462,20,1/1/1956 0:00,01-01,1956,2017-01-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1956,1,0,
2737,4.18,127.0,"7,113",134,1/31/1957 0:00,01-31,1957,2017-01-31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1957,1,0,
4631,4.39,182.0,"8,321",238,1/17/1957 0:00,01-17,1957,2017-01-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1957,1,0,
207,3.83,63.0,"23,004",475,9/12/1958 0:00,09-12,1958,2017-09-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,1958,9,0,
256,4.13,96.0,"27,238",506,4/12/1958 0:00,04-12,1958,2017-04-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1958,4,0,
3840,3.82,228.0,"3,585",227,1/1/1958 0:00,01-01,1958,2017-01-01,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,1958,1,0,
4006,4.12,352.0,"2,903",236,10/20/1958 0:00,10-20,1958,2017-10-20,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,1958,10,1,
4879,4.2,381.0,722,74,6/1/1959 0:00,06-01,1959,2017-06-01,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1959,6,0,
4759,3.8,72.0,"12,978",299,9/1/1960 0:00,09-01,1960,2017-09-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1960,9,0,
3856,3.93,192.0,"8,971",196,6/1/1960 0:00,06-01,1960,2017-06-01,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1960,6,0,
14,3.8,72.0,"12,980",299,9/1/1960 0:00,09-01,1960,2017-09-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1960,9,0,
351,4.08,72.0,"67,738","1,334",3/12/1961 0:00,03-12,1961,2017-03-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1961,3,0,
3563,4.35,104.0,"6,889",164,6/28/1961 0:00,06-28,1961,2017-06-28,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1961,6,0,
4347,3.9,,224,15,12/10/1961 0:00,12-10,1961,2017-12-10,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1961,12,0,
736,4.15,334.0,"61,481","1,328",7/19/1961 0:00,07-19,1961,2017-07-19,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1961,7,2,
1419,4.08,72.0,"67,742","1,334",3/12/1961 0:00,03-12,1961,2017-03-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1961,3,0,
2741,3.64,186.0,"3,750",147,1/17/1961 0:00,01-17,1961,2017-01-17,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1961,1,0,
1566,3.99,589.0,"15,899",444,8/1/1962 0:00,08-01,1962,2017-08-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1962,8,0,
1701,3.99,589.0,"15,901",444,8/1/1962 0:00,08-01,1962,2017-08-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1962,8,0,
4868,3.87,256.0,"9,503",536,1/1/1962 0:00,01-01,1962,2017-01-01,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1962,1,1,
2299,4.19,325.0,"521,418","8,107",2/1/1963 0:00,02-01,1963,2017-02-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1963,2,0,
1449,4.19,325.0,"521,449","8,109",2/1/1963 0:00,02-01,1963,2017-02-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1963,2,0,
3841,3.86,320.0,"1,278",46,8/30/1963 0:00,08-30,1963,2017-08-30,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1963,8,0,
2414,4.37,64.0,"725,041","14,678",10/7/1964 0:00,10-07,1964,2017-10-07,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1964,10,0,
1679,4.37,64.0,"724,913","14,673",10/7/1964 0:00,10-07,1964,2017-10-07,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1964,10,0,
222,3.47,176.0,"10,844",441,11/1/1964 0:00,11-01,1964,2017-11-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,1964,11,0,
2897,3.75,88.0,"6,126",254,3/18/1964 0:00,03-18,1964,2017-03-18,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1964,3,0,
4676,4.44,461.0,"6,181",561,10/1/1964 0:00,10-01,1964,2017-10-01,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1964,10,0,
2920,4.06,255.0,"785,621","11,817",12/1/1965 0:00,12-01,1965,2017-12-01,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1965,12,0,
3685,4.06,224.0,"3,896",106,8/30/1965 0:00,08-30,1965,2017-08-30,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1965,8,0,
2124,4.11,185.0,"35,120","1,029",8/30/1966 0:00,08-30,1966,2017-08-30,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1966,8,0,
805,4.11,185.0,"35,124","1,029",8/30/1966 0:00,08-30,1966,2017-08-30,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1966,8,0,
4651,4.16,534.0,"6,650",119,6/1/1966 0:00,06-01,1966,2017-06-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1966,6,0,
3581,4.02,266.0,"15,259",515,10/30/1967 0:00,10-30,1967,2017-10-30,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1967,10,0,
3961,3.94,463.0,594,35,11/1/1967 0:00,11-01,1967,2017-11-01,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1967,11,0,
2115,4.26,251.0,767,51,2/1/1967 0:00,02-01,1967,2017-02-01,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1967,2,1,
2171,4.18,1092.0,546,24,7/1/1967 0:00,07-01,1967,2017-07-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1967,7,1,
4523,3.8,208.0,881,114,5/1/1968 0:00,05-01,1968,2017-05-01,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1968,5,0,
3701,3.96,192.0,"10,876",243,12/1/1968 0:00,12-01,1968,2017-12-01,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1968,12,0,
589,4.18,432.0,"14,081",434,8/15/1968 0:00,08-15,1968,2017-08-15,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1968,8,0,
3777,4.08,400.0,"6,212",164,2/1/1968 0:00,02-01,1968,2017-02-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1968,2,0,
4303,3.92,32.0,"2,142",178,11/1/1968 0:00,11-01,1968,2017-11-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1968,11,2,
4583,4.26,152.0,"7,808",539,9/12/1968 0:00,09-12,1968,2017-09-12,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1968,9,0,
2013,3.92,185.0,"8,258",485,6/1/1969 0:00,06-01,1969,2017-06-01,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1969,6,0,
3234,3.75,224.0,109,12,1/1/1969 0:00,01-01,1969,2017-01-01,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1969,1,0,
431,4.19,117.0,"8,645",145,6/1/1969 0:00,06-01,1969,2017-06-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,1969,6,0,
4376,3.63,199.0,24,4,1/1/1970 0:00,01-01,1970,2017-01-01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1970,1,0,
743,4.54,30.0,"20,333",352,1/1/1970 0:00,01-01,1970,2017-01-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,1970,1,0,
885,3.93,77.0,"40,723",734,6/1/1970 0:00,06-01,1970,2017-06-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1970,6,1,
463,3.93,77.0,"40,729",734,6/1/1970 0:00,06-01,1970,2017-06-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1970,6,1,
1357,4.54,30.0,"20,338",352,1/1/1970 0:00,01-01,1970,2017-01-01,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,1970,1,0,
3926,4.21,604.0,540,21,6/1/1970 0:00,06-01,1970,2017-06-01,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,1970,6,0,
4075,3.71,176.0,"13,497","1,726",1/1/1970 0:00,01-01,1970,2017-01-01,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1970,1,0,
380,4.21,192.0,"32,271","1,509",10/1/1971 0:00,10-01,1971,2017-10-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1971,10,1,
2421,3.13,384.0,"24,443","2,355",6/1/1971 0:00,06-01,1971,2017-06-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,1971,6,0,
4795,4.23,592.0,"5,484",298,1/17/1971 0:00,01-17,1971,2017-01-17,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1971,1,1,
3461,4.15,666.0,"29,241",280,7/15/1971 0:00,07-15,1971,2017-07-15,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1971,7,0,
3467,4.21,192.0,"32,272","1,509",10/1/1971 0:00,10-01,1971,2017-10-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1971,10,1,
530,4.24,,"1,110",111,1/1/1971 0:00,01-01,1971,2017-01-01,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,1971,1,0,
3029,3.13,384.0,"24,450","2,354",6/1/1971 0:00,06-01,1971,2017-06-01,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,1971,6,0,
1423,3.52,160.0,"8,046",744,12/12/1972 0:00,12-12,1972,2017-12-12,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1972,12,0,
2154,3.78,201.0,"428,065","10,686",3/1/1972 0:00,03-01,1972,2017-03-01,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1972,3,0,
699,4.1,213.0,"41,777","2,758",3/15/1972 0:00,03-15,1972,2017-03-15,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1972,3,0,
1485,3.78,201.0,"428,013","10,684",3/1/1972 0:00,03-01,1972,2017-03-01,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1972,3,0,
3054,4.24,416.0,"21,768","1,307",3/1/1972 0:00,03-01,1972,2017-03-01,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1972,3,0,
1506,4.06,318.0,"2,019",76,7/1/1972 0:00,07-01,1972,2017-07-01,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1972,7,0,
3605,3.71,256.0,89,8,6/10/1972 0:00,06-10,1972,2017-06-10,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1972,6,0,
753,4.0,426.0,"10,914","1,229",8/15/1972 0:00,08-15,1972,2017-08-15,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1972,8,0,
756,4.24,416.0,"21,773","1,308",3/1/1972 0:00,03-01,1972,2017-03-01,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1972,3,0,
1406,4.1,213.0,"41,779","2,759",3/15/1972 0:00,03-15,1972,2017-03-15,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1972,3,0,
1332,4.04,211.0,"667,917","20,345",3/15/1973 0:00,03-15,1973,2017-03-15,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1973,3,3,
3157,3.85,191.0,263,25,11/26/1973 0:00,11-26,1973,2017-11-26,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1973,11,2,
3822,4.24,219.0,"6,459",294,1/1/1973 0:00,01-01,1973,2017-01-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1973,1,0,
4306,3.71,,91,0,6/9/1973 0:00,06-09,1973,2017-06-09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1973,6,0,
4521,4.06,176.0,"8,333",667,1/17/1973 0:00,01-17,1973,2017-01-17,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1973,1,0,
2729,3.85,160.0,930,28,8/7/1973 0:00,08-07,1973,2017-08-07,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1973,8,0,
3184,3.87,0.0,151,12,3/28/1973 0:00,03-28,1973,2017-03-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1973,3,0,
1695,4.04,211.0,"667,985","20,347",3/15/1973 0:00,03-15,1973,2017-03-15,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1973,3,3,
2661,3.87,467.0,"5,984",196,6/12/1973 0:00,06-12,1973,2017-06-12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1973,6,0,
1443,4.42,242.0,"184,246","7,934",10/1/1974 0:00,10-01,1974,2017-10-01,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1974,10,0,
1205,4.42,242.0,"184,218","7,933",10/1/1974 0:00,10-01,1974,2017-10-01,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1974,10,0,
2752,4.39,679.0,"76,358","1,116",1/1/1974 0:00,01-01,1974,2017-01-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1974,1,1,
3542,4.26,398.0,"10,043",309,1/12/1974 0:00,01-12,1974,2017-01-12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1974,1,0,
878,4.39,679.0,"76,363","1,116",1/1/1974 0:00,01-01,1974,2017-01-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1974,1,1,
3960,3.62,318.0,95,6,3/18/1974 0:00,03-18,1974,2017-03-18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1974,3,0,
2095,3.83,279.0,196,17,12/1/1974 0:00,12-01,1974,2017-12-01,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1974,12,0,
3603,4.66,104.0,558,27,11/11/1974 0:00,11-11,1974,2017-11-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1974,11,0,
4445,4.04,144.0,"3,223",206,1/1/1974 0:00,01-01,1974,2017-01-01,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1974,1,0,
4860,4.08,192.0,"14,631",230,5/10/1974 0:00,05-10,1974,2017-05-10,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1974,5,0,
559,3.66,176.0,"8,576",401,1/1/1975 0:00,01-01,1975,2017-01-01,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1975,1,3,
1256,4.06,478.0,"313,278","10,649",6/10/1975 0:00,06-10,1975,2017-06-10,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1975,6,5,
3332,3.74,224.0,"7,612",235,3/12/1975 0:00,03-12,1975,2017-03-12,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1975,3,1,
4555,4.1,272.0,"13,475",43,3/1/1975 0:00,03-01,1975,2017-03-01,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1975,3,0,
1630,4.06,478.0,"313,249","10,649",6/9/1975 0:00,06-09,1975,2017-06-09,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1975,6,5,
2996,3.82,416.0,"21,282",999,8/28/1975 0:00,08-28,1975,2017-08-28,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1975,8,0,
4001,3.98,338.0,"3,012",88,1/1/1975 0:00,01-01,1975,2017-01-01,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1975,1,0,
4160,4.08,318.0,"51,783",963,12/3/1975 0:00,12-03,1975,2017-12-03,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1975,12,0,
4502,4.48,1344.0,"8,090",949,7/12/1975 0:00,07-12,1975,2017-07-12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1975,7,3,
274,3.57,246.0,"2,745",250,12/1/1975 0:00,12-01,1975,2017-12-01,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1975,12,0,
2588,3.47,0.0,129,11,12/28/1975 0:00,12-28,1975,2017-12-28,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1975,12,0,
3322,3.86,224.0,"1,642",19,4/1/1975 0:00,04-01,1975,2017-04-01,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1975,4,0,
885,4.08,318.0,"51,789",963,12/3/1975 0:00,12-03,1975,2017-12-03,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1975,12,0,
2077,4.4,288.0,"1,802",109,3/26/1975 0:00,03-26,1975,2017-03-26,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1975,3,0,
2164,4.54,223.0,"8,178",259,11/1/1975 0:00,11-01,1975,2017-11-01,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1975,11,0,
499,4.31,880.0,"129,103","1,910",9/12/1976 0:00,09-12,1976,2017-09-12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1976,9,2,
989,3.64,307.0,"282,159","12,239",1/1/1976 0:00,01-01,1976,2017-01-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1976,1,1,
1618,3.64,249.0,"11,717","1,408",10/25/1976 0:00,10-25,1976,2017-10-25,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1976,10,2,
1499,3.64,307.0,"282,130","12,236",1/1/1976 0:00,01-01,1976,2017-01-01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1976,1,1,
2820,4.34,610.0,"10,192",491,12/9/1976 0:00,12-09,1976,2017-12-09,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1976,12,0,
3372,4.07,203.0,"94,972","2,238",3/9/1976 0:00,03-09,1976,2017-03-09,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1976,3,0,
4596,4.13,40.0,"83,563","2,426",10/28/1976 0:00,10-28,1976,2017-10-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1976,10,1,
4929,4.2,153.0,"11,857",757,10/4/1976 0:00,10-04,1976,2017-10-04,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1976,10,1,
